2025-07-08 08:01:42,351 - INFO - Iniciando análise do arquivo: script.lens
2025-07-08 08:01:42,351 - INFO - Código carregado com sucesso.
2025-07-08 08:01:42,391 - INFO - Tokens analisados com sucesso. Imprimindo tokens:
2025-07-08 08:01:42,453 - INFO - Token: <VAR, condicao1, Linha 102, Coluna 25>
2025-07-08 08:01:42,453 - INFO - Token: <OR, ||, Linha 102, Coluna 35>
2025-07-08 08:01:42,453 - INFO - Token: <VAR, condicao2, Linha 102, Coluna 38>
2025-07-08 08:01:42,453 - INFO - Token: <PRINT, print, Linha 104, Coluna 4>
2025-07-08 08:01:42,453 - INFO - Token: <DUPONT, ::, Linha 104, Coluna 10>
2025-07-08 08:01:42,453 - INFO - Token: <STRING, "=== OPERAÇÕES LÓGICAS ===", Linha 104, Coluna 13>
2025-07-08 08:01:42,454 - INFO - Token: <PRINT, print, Linha 105, Coluna 4>
2025-07-08 08:01:42,454 - INFO - Token: <DUPONT, ::, Linha 105, Coluna 10>
2025-07-08 08:01:42,454 - INFO - Token: <STRING, "1 && 0:", Linha 105, Coluna 13>
2025-07-08 08:01:42,454 - INFO - Token: <VIRG, ,, Linha 105, Coluna 22>
2025-07-08 08:01:42,454 - INFO - Token: <VAR, e_logico, Linha 105, Coluna 24>
2025-07-08 08:01:42,455 - INFO - Token: <PRINT, print, Linha 106, Coluna 4>
2025-07-08 08:01:42,455 - INFO - Token: <DUPONT, ::, Linha 106, Coluna 10>
2025-07-08 08:01:42,455 - INFO - Token: <STRING, "1 || 0:", Linha 106, Coluna 13>
2025-07-08 08:01:42,455 - INFO - Token: <VIRG, ,, Linha 106, Coluna 22>
2025-07-08 08:01:42,455 - INFO - Token: <VAR, ou_logico, Linha 106, Coluna 24>
2025-07-08 08:01:42,455 - INFO - Token: <LET, let, Linha 109, Coluna 4>
2025-07-08 08:01:42,456 - INFO - Token: <VAR, complexa, Linha 109, Coluna 8>
2025-07-08 08:01:42,456 - INFO - Token: <POINT2, :, Linha 109, Coluna 16>
2025-07-08 08:01:42,456 - INFO - Token: <INT_TYPE, int, Linha 109, Coluna 18>
2025-07-08 08:01:42,456 - INFO - Token: <EQUALS, =, Linha 109, Coluna 22>
2025-07-08 08:01:42,456 - INFO - Token: <P_N, (, Linha 109, Coluna 24>
2025-07-08 08:01:42,457 - INFO - Token: <VAR, a, Linha 109, Coluna 25>
2025-07-08 08:01:42,457 - INFO - Token: <GT, >, Linha 109, Coluna 27>
2025-07-08 08:01:42,457 - INFO - Token: <VAR, b, Linha 109, Coluna 29>
2025-07-08 08:01:42,457 - INFO - Token: <P_I, ), Linha 109, Coluna 30>
2025-07-08 08:01:42,457 - INFO - Token: <AND, &&, Linha 109, Coluna 32>
2025-07-08 08:01:42,458 - INFO - Token: <P_N, (, Linha 109, Coluna 35>
2025-07-08 08:01:42,458 - INFO - Token: <VAR, soma, Linha 109, Coluna 36>
2025-07-08 08:01:42,458 - INFO - Token: <GT, >, Linha 109, Coluna 41>
2025-07-08 08:01:42,458 - INFO - Token: <INT, 10, Linha 109, Coluna 43>
2025-07-08 08:01:42,458 - INFO - Token: <P_I, ), Linha 109, Coluna 45>
2025-07-08 08:01:42,458 - INFO - Token: <PRINT, print, Linha 110, Coluna 4>
2025-07-08 08:01:42,459 - INFO - Token: <DUPONT, ::, Linha 110, Coluna 10>
2025-07-08 08:01:42,459 - INFO - Token: <STRING, "Expressão complexa:", Linha 110, Coluna 13>
2025-07-08 08:01:42,459 - INFO - Token: <VIRG, ,, Linha 110, Coluna 34>
2025-07-08 08:01:42,459 - INFO - Token: <VAR, complexa, Linha 110, Coluna 36>
2025-07-08 08:01:42,459 - INFO - Token: <LET, let, Linha 116, Coluna 4>
2025-07-08 08:01:42,460 - INFO - Token: <VAR, entrada_usuario, Linha 116, Coluna 8>
2025-07-08 08:01:42,460 - INFO - Token: <POINT2, :, Linha 116, Coluna 23>
2025-07-08 08:01:42,460 - INFO - Token: <INT_TYPE, int, Linha 116, Coluna 25>
2025-07-08 08:01:42,460 - INFO - Token: <PRINT, print, Linha 117, Coluna 4>
2025-07-08 08:01:42,460 - INFO - Token: <DUPONT, ::, Linha 117, Coluna 10>
2025-07-08 08:01:42,461 - INFO - Token: <STRING, "Digite um número:", Linha 117, Coluna 13>
2025-07-08 08:01:42,461 - INFO - Token: <INPUT, input, Linha 118, Coluna 4>
2025-07-08 08:01:42,461 - INFO - Token: <P_N, (, Linha 118, Coluna 9>
2025-07-08 08:01:42,461 - INFO - Token: <VAR, entrada_usuario, Linha 118, Coluna 10>
2025-07-08 08:01:42,462 - INFO - Token: <P_I, ), Linha 118, Coluna 25>
2025-07-08 08:01:42,462 - INFO - Token: <PRINT, print, Linha 120, Coluna 4>
2025-07-08 08:01:42,462 - INFO - Token: <DUPONT, ::, Linha 120, Coluna 10>
2025-07-08 08:01:42,462 - INFO - Token: <STRING, "Você digitou:", Linha 120, Coluna 13>
2025-07-08 08:01:42,462 - INFO - Token: <VIRG, ,, Linha 120, Coluna 28>
2025-07-08 08:01:42,463 - INFO - Token: <VAR, entrada_usuario, Linha 120, Coluna 30>
2025-07-08 08:01:42,463 - INFO - Token: <PRINT, print, Linha 126, Coluna 4>
2025-07-08 08:01:42,463 - INFO - Token: <DUPONT, ::, Linha 126, Coluna 10>
2025-07-08 08:01:42,463 - INFO - Token: <STRING, "=== ESTRUTURAS CONDICIONAIS ===", Linha 126, Coluna 13>
2025-07-08 08:01:42,463 - INFO - Token: <IF, if, Linha 129, Coluna 4>
2025-07-08 08:01:42,464 - INFO - Token: <P_N, (, Linha 129, Coluna 7>
2025-07-08 08:01:42,464 - INFO - Token: <VAR, idade, Linha 129, Coluna 8>
2025-07-08 08:01:42,464 - INFO - Token: <GTE, >=, Linha 129, Coluna 14>
2025-07-08 08:01:42,464 - INFO - Token: <INT, 18, Linha 129, Coluna 17>
2025-07-08 08:01:42,464 - INFO - Token: <P_I, ), Linha 129, Coluna 19>
2025-07-08 08:01:42,464 - INFO - Token: <C_N, {, Linha 129, Coluna 21>
2025-07-08 08:01:42,465 - INFO - Token: <PRINT, print, Linha 130, Coluna 8>
2025-07-08 08:01:42,465 - INFO - Token: <DUPONT, ::, Linha 130, Coluna 14>
2025-07-08 08:01:42,465 - INFO - Token: <STRING, "Maior de idade", Linha 130, Coluna 17>
2025-07-08 08:01:42,465 - INFO - Token: <C_I, }, Linha 131, Coluna 4>
2025-07-08 08:01:42,465 - INFO - Token: <IF, if, Linha 134, Coluna 4>
2025-07-08 08:01:42,466 - INFO - Token: <P_N, (, Linha 134, Coluna 7>
2025-07-08 08:01:42,466 - INFO - Token: <VAR, idade, Linha 134, Coluna 8>
2025-07-08 08:01:42,466 - INFO - Token: <LT, <, Linha 134, Coluna 14>
2025-07-08 08:01:42,466 - INFO - Token: <INT, 13, Linha 134, Coluna 16>
2025-07-08 08:01:42,466 - INFO - Token: <P_I, ), Linha 134, Coluna 18>
2025-07-08 08:01:42,467 - INFO - Token: <C_N, {, Linha 134, Coluna 20>
2025-07-08 08:01:42,467 - INFO - Token: <PRINT, print, Linha 135, Coluna 8>
2025-07-08 08:01:42,467 - INFO - Token: <DUPONT, ::, Linha 135, Coluna 14>
2025-07-08 08:01:42,467 - INFO - Token: <STRING, "Criança", Linha 135, Coluna 17>
2025-07-08 08:01:42,467 - INFO - Token: <C_I, }, Linha 136, Coluna 4>
2025-07-08 08:01:42,468 - INFO - Token: <ELSEIF, elseif, Linha 136, Coluna 6>
2025-07-08 08:01:42,468 - INFO - Token: <P_N, (, Linha 136, Coluna 13>
2025-07-08 08:01:42,468 - INFO - Token: <VAR, idade, Linha 136, Coluna 14>
2025-07-08 08:01:42,468 - INFO - Token: <LT, <, Linha 136, Coluna 20>
2025-07-08 08:01:42,468 - INFO - Token: <INT, 18, Linha 136, Coluna 22>
2025-07-08 08:01:42,469 - INFO - Token: <P_I, ), Linha 136, Coluna 24>
2025-07-08 08:01:42,469 - INFO - Token: <C_N, {, Linha 136, Coluna 26>
2025-07-08 08:01:42,469 - INFO - Token: <PRINT, print, Linha 137, Coluna 8>
2025-07-08 08:01:42,469 - INFO - Token: <DUPONT, ::, Linha 137, Coluna 14>
2025-07-08 08:01:42,469 - INFO - Token: <STRING, "Adolescente", Linha 137, Coluna 17>
2025-07-08 08:01:42,469 - INFO - Token: <C_I, }, Linha 138, Coluna 4>
2025-07-08 08:01:42,470 - INFO - Token: <ELSEIF, elseif, Linha 138, Coluna 6>
2025-07-08 08:01:42,470 - INFO - Token: <P_N, (, Linha 138, Coluna 13>
2025-07-08 08:01:42,470 - INFO - Token: <VAR, idade, Linha 138, Coluna 14>
2025-07-08 08:01:42,470 - INFO - Token: <LT, <, Linha 138, Coluna 20>
2025-07-08 08:01:42,470 - INFO - Token: <INT, 60, Linha 138, Coluna 22>
2025-07-08 08:01:42,470 - INFO - Token: <P_I, ), Linha 138, Coluna 24>
2025-07-08 08:01:42,471 - INFO - Token: <C_N, {, Linha 138, Coluna 26>
2025-07-08 08:01:42,471 - INFO - Token: <PRINT, print, Linha 139, Coluna 8>
2025-07-08 08:01:42,471 - INFO - Token: <DUPONT, ::, Linha 139, Coluna 14>
2025-07-08 08:01:42,471 - INFO - Token: <STRING, "Adulto", Linha 139, Coluna 17>
2025-07-08 08:01:42,471 - INFO - Token: <C_I, }, Linha 140, Coluna 4>
2025-07-08 08:01:42,472 - INFO - Token: <ELSE, else, Linha 140, Coluna 6>
2025-07-08 08:01:42,472 - INFO - Token: <C_N, {, Linha 140, Coluna 11>
2025-07-08 08:01:42,472 - INFO - Token: <PRINT, print, Linha 141, Coluna 8>
2025-07-08 08:01:42,472 - INFO - Token: <DUPONT, ::, Linha 141, Coluna 14>
2025-07-08 08:01:42,472 - INFO - Token: <STRING, "Idoso", Linha 141, Coluna 17>
2025-07-08 08:01:42,473 - INFO - Token: <C_I, }, Linha 142, Coluna 4>
2025-07-08 08:01:42,473 - INFO - Token: <PRINT, print, Linha 148, Coluna 4>
2025-07-08 08:01:42,473 - INFO - Token: <DUPONT, ::, Linha 148, Coluna 10>
2025-07-08 08:01:42,473 - INFO - Token: <STRING, "=== LAÇOS FOR ===", Linha 148, Coluna 13>
2025-07-08 08:01:42,473 - INFO - Token: <PRINT, print, Linha 151, Coluna 4>
2025-07-08 08:01:42,473 - INFO - Token: <DUPONT, ::, Linha 151, Coluna 10>
2025-07-08 08:01:42,474 - INFO - Token: <STRING, "Contagem de 1 a 5:", Linha 151, Coluna 13>
2025-07-08 08:01:42,474 - INFO - Token: <FOR, for, Linha 152, Coluna 4>
2025-07-08 08:01:42,474 - INFO - Token: <VAR, i, Linha 152, Coluna 8>
2025-07-08 08:01:42,474 - INFO - Token: <IN, in, Linha 152, Coluna 10>
2025-07-08 08:01:42,474 - INFO - Token: <INT, 1, Linha 152, Coluna 13>
2025-07-08 08:01:42,474 - INFO - Token: <DOT2, .., Linha 152, Coluna 14>
2025-07-08 08:01:42,475 - INFO - Token: <INT, 5, Linha 152, Coluna 16>
2025-07-08 08:01:42,475 - INFO - Token: <C_N, {, Linha 152, Coluna 18>
2025-07-08 08:01:42,475 - INFO - Token: <PRINT, print, Linha 153, Coluna 8>
2025-07-08 08:01:42,475 - INFO - Token: <DUPONT, ::, Linha 153, Coluna 14>
2025-07-08 08:01:42,475 - INFO - Token: <STRING, "Número:", Linha 153, Coluna 17>
2025-07-08 08:01:42,476 - INFO - Token: <VIRG, ,, Linha 153, Coluna 26>
2025-07-08 08:01:42,476 - INFO - Token: <VAR, i, Linha 153, Coluna 28>
2025-07-08 08:01:42,476 - INFO - Token: <C_I, }, Linha 154, Coluna 4>
2025-07-08 08:01:42,476 - INFO - Token: <PRINT, print, Linha 157, Coluna 4>
2025-07-08 08:01:42,477 - INFO - Token: <DUPONT, ::, Linha 157, Coluna 10>
2025-07-08 08:01:42,477 - INFO - Token: <STRING, "Contagem regressiva:", Linha 157, Coluna 13>
2025-07-08 08:01:42,477 - INFO - Token: <FOR, for, Linha 158, Coluna 4>
2025-07-08 08:01:42,477 - INFO - Token: <VAR, j, Linha 158, Coluna 8>
2025-07-08 08:01:42,478 - INFO - Token: <IN, in, Linha 158, Coluna 10>
2025-07-08 08:01:42,478 - INFO - Token: <INT, 10, Linha 158, Coluna 13>
2025-07-08 08:01:42,478 - INFO - Token: <DOT2, .., Linha 158, Coluna 15>
2025-07-08 08:01:42,478 - INFO - Token: <INT, 7, Linha 158, Coluna 17>
2025-07-08 08:01:42,479 - INFO - Token: <C_N, {, Linha 158, Coluna 19>
2025-07-08 08:01:42,479 - INFO - Token: <PRINT, print, Linha 159, Coluna 8>
2025-07-08 08:01:42,479 - INFO - Token: <DUPONT, ::, Linha 159, Coluna 14>
2025-07-08 08:01:42,479 - INFO - Token: <STRING, "Contagem:", Linha 159, Coluna 17>
2025-07-08 08:01:42,480 - INFO - Token: <VIRG, ,, Linha 159, Coluna 28>
2025-07-08 08:01:42,480 - INFO - Token: <VAR, j, Linha 159, Coluna 30>
2025-07-08 08:01:42,480 - INFO - Token: <C_I, }, Linha 160, Coluna 4>
2025-07-08 08:01:42,480 - INFO - Token: <LET, let, Linha 163, Coluna 4>
2025-07-08 08:01:42,480 - INFO - Token: <VAR, inicio, Linha 163, Coluna 8>
2025-07-08 08:01:42,480 - INFO - Token: <POINT2, :, Linha 163, Coluna 14>
2025-07-08 08:01:42,481 - INFO - Token: <INT_TYPE, int, Linha 163, Coluna 16>
2025-07-08 08:01:42,481 - INFO - Token: <EQUALS, =, Linha 163, Coluna 20>
2025-07-08 08:01:42,481 - INFO - Token: <INT, 0, Linha 163, Coluna 22>
2025-07-08 08:01:42,481 - INFO - Token: <LET, let, Linha 164, Coluna 4>
2025-07-08 08:01:42,481 - INFO - Token: <VAR, fim, Linha 164, Coluna 8>
2025-07-08 08:01:42,482 - INFO - Token: <POINT2, :, Linha 164, Coluna 11>
2025-07-08 08:01:42,482 - INFO - Token: <INT_TYPE, int, Linha 164, Coluna 13>
2025-07-08 08:01:42,482 - INFO - Token: <EQUALS, =, Linha 164, Coluna 17>
2025-07-08 08:01:42,482 - INFO - Token: <INT, 3, Linha 164, Coluna 19>
2025-07-08 08:01:42,482 - INFO - Token: <PRINT, print, Linha 165, Coluna 4>
2025-07-08 08:01:42,483 - INFO - Token: <DUPONT, ::, Linha 165, Coluna 10>
2025-07-08 08:01:42,483 - INFO - Token: <STRING, "Range dinâmico:", Linha 165, Coluna 13>
2025-07-08 08:01:42,483 - INFO - Token: <FOR, for, Linha 166, Coluna 4>
2025-07-08 08:01:42,483 - INFO - Token: <VAR, k, Linha 166, Coluna 8>
2025-07-08 08:01:42,483 - INFO - Token: <IN, in, Linha 166, Coluna 10>
2025-07-08 08:01:42,483 - INFO - Token: <VAR, inicio, Linha 166, Coluna 13>
2025-07-08 08:01:42,484 - INFO - Token: <DOT2, .., Linha 166, Coluna 19>
2025-07-08 08:01:42,484 - INFO - Token: <VAR, fim, Linha 166, Coluna 21>
2025-07-08 08:01:42,484 - INFO - Token: <C_N, {, Linha 166, Coluna 25>
2025-07-08 08:01:42,484 - INFO - Token: <PRINT, print, Linha 167, Coluna 8>
2025-07-08 08:01:42,484 - INFO - Token: <DUPONT, ::, Linha 167, Coluna 14>
2025-07-08 08:01:42,485 - INFO - Token: <STRING, "Valor de k:", Linha 167, Coluna 17>
2025-07-08 08:01:42,485 - INFO - Token: <VIRG, ,, Linha 167, Coluna 30>
2025-07-08 08:01:42,485 - INFO - Token: <VAR, k, Linha 167, Coluna 32>
2025-07-08 08:01:42,485 - INFO - Token: <LET, let, Linha 168, Coluna 8>
2025-07-08 08:01:42,485 - INFO - Token: <VAR, quadrado, Linha 168, Coluna 12>
2025-07-08 08:01:42,486 - INFO - Token: <POINT2, :, Linha 168, Coluna 20>
2025-07-08 08:01:42,486 - INFO - Token: <INT_TYPE, int, Linha 168, Coluna 22>
2025-07-08 08:01:42,486 - INFO - Token: <EQUALS, =, Linha 168, Coluna 26>
2025-07-08 08:01:42,486 - INFO - Token: <VAR, k, Linha 168, Coluna 28>
2025-07-08 08:01:42,486 - INFO - Token: <MUL, *, Linha 168, Coluna 30>
2025-07-08 08:01:42,487 - INFO - Token: <VAR, k, Linha 168, Coluna 32>
2025-07-08 08:01:42,487 - INFO - Token: <PRINT, print, Linha 169, Coluna 8>
2025-07-08 08:01:42,487 - INFO - Token: <DUPONT, ::, Linha 169, Coluna 14>
2025-07-08 08:01:42,487 - INFO - Token: <STRING, "Quadrado:", Linha 169, Coluna 17>
2025-07-08 08:01:42,487 - INFO - Token: <VIRG, ,, Linha 169, Coluna 28>
2025-07-08 08:01:42,488 - INFO - Token: <VAR, quadrado, Linha 169, Coluna 30>
2025-07-08 08:01:42,488 - INFO - Token: <C_I, }, Linha 170, Coluna 4>
2025-07-08 08:01:42,488 - INFO - Token: <PRINT, print, Linha 176, Coluna 4>
2025-07-08 08:01:42,488 - INFO - Token: <DUPONT, ::, Linha 176, Coluna 10>
2025-07-08 08:01:42,488 - INFO - Token: <STRING, "=== LAÇOS WHILE ===", Linha 176, Coluna 13>
2025-07-08 08:01:42,488 - INFO - Token: <LET, let, Linha 179, Coluna 4>
2025-07-08 08:01:42,489 - INFO - Token: <VAR, cont, Linha 179, Coluna 8>
2025-07-08 08:01:42,489 - INFO - Token: <POINT2, :, Linha 179, Coluna 12>
2025-07-08 08:01:42,489 - INFO - Token: <INT_TYPE, int, Linha 179, Coluna 14>
2025-07-08 08:01:42,489 - INFO - Token: <EQUALS, =, Linha 179, Coluna 18>
2025-07-08 08:01:42,489 - INFO - Token: <INT, 0, Linha 179, Coluna 20>
2025-07-08 08:01:42,490 - INFO - Token: <PRINT, print, Linha 180, Coluna 4>
2025-07-08 08:01:42,490 - INFO - Token: <DUPONT, ::, Linha 180, Coluna 10>
2025-07-08 08:01:42,490 - INFO - Token: <STRING, "Contagem while até 3:", Linha 180, Coluna 13>
2025-07-08 08:01:42,490 - INFO - Token: <WHILE, while, Linha 181, Coluna 4>
2025-07-08 08:01:42,490 - INFO - Token: <P_N, (, Linha 181, Coluna 10>
2025-07-08 08:01:42,491 - INFO - Token: <VAR, cont, Linha 181, Coluna 11>
2025-07-08 08:01:42,491 - INFO - Token: <LT, <, Linha 181, Coluna 16>
2025-07-08 08:01:42,491 - INFO - Token: <INT, 3, Linha 181, Coluna 18>
2025-07-08 08:01:42,491 - INFO - Token: <P_I, ), Linha 181, Coluna 19>
2025-07-08 08:01:42,491 - INFO - Token: <C_N, {, Linha 181, Coluna 21>
2025-07-08 08:01:42,492 - INFO - Token: <PRINT, print, Linha 182, Coluna 8>
2025-07-08 08:01:42,492 - INFO - Token: <DUPONT, ::, Linha 182, Coluna 14>
2025-07-08 08:01:42,492 - INFO - Token: <STRING, "Contador:", Linha 182, Coluna 17>
2025-07-08 08:01:42,492 - INFO - Token: <VIRG, ,, Linha 182, Coluna 28>
2025-07-08 08:01:42,492 - INFO - Token: <VAR, cont, Linha 182, Coluna 30>
2025-07-08 08:01:42,493 - INFO - Token: <VAR, cont, Linha 183, Coluna 8>
2025-07-08 08:01:42,493 - INFO - Token: <ADD, +, Linha 183, Coluna 13>
2025-07-08 08:01:42,493 - INFO - Token: <EQUALS, =, Linha 183, Coluna 14>
2025-07-08 08:01:42,493 - INFO - Token: <INT, 1, Linha 183, Coluna 16>
2025-07-08 08:01:42,494 - INFO - Token: <C_I, }, Linha 184, Coluna 4>
2025-07-08 08:01:42,494 - INFO - Token: <LET, let, Linha 187, Coluna 4>
2025-07-08 08:01:42,494 - INFO - Token: <VAR, x, Linha 187, Coluna 8>
2025-07-08 08:01:42,494 - INFO - Token: <POINT2, :, Linha 187, Coluna 9>
2025-07-08 08:01:42,495 - INFO - Token: <INT_TYPE, int, Linha 187, Coluna 11>
2025-07-08 08:01:42,495 - INFO - Token: <EQUALS, =, Linha 187, Coluna 15>
2025-07-08 08:01:42,495 - INFO - Token: <INT, 10, Linha 187, Coluna 17>
2025-07-08 08:01:42,495 - INFO - Token: <LET, let, Linha 188, Coluna 4>
2025-07-08 08:01:42,496 - INFO - Token: <VAR, y, Linha 188, Coluna 8>
2025-07-08 08:01:42,496 - INFO - Token: <POINT2, :, Linha 188, Coluna 9>
2025-07-08 08:01:42,496 - INFO - Token: <INT_TYPE, int, Linha 188, Coluna 11>
2025-07-08 08:01:42,496 - INFO - Token: <EQUALS, =, Linha 188, Coluna 15>
2025-07-08 08:01:42,496 - INFO - Token: <INT, 1, Linha 188, Coluna 17>
2025-07-08 08:01:42,497 - INFO - Token: <PRINT, print, Linha 189, Coluna 4>
2025-07-08 08:01:42,497 - INFO - Token: <DUPONT, ::, Linha 189, Coluna 10>
2025-07-08 08:01:42,497 - INFO - Token: <STRING, "While com condição complexa:", Linha 189, Coluna 13>
2025-07-08 08:01:42,497 - INFO - Token: <WHILE, while, Linha 190, Coluna 4>
2025-07-08 08:01:42,498 - INFO - Token: <P_N, (, Linha 190, Coluna 10>
2025-07-08 08:01:42,498 - INFO - Token: <VAR, x, Linha 190, Coluna 11>
2025-07-08 08:01:42,498 - INFO - Token: <GT, >, Linha 190, Coluna 13>
2025-07-08 08:01:42,498 - INFO - Token: <VAR, y, Linha 190, Coluna 15>
2025-07-08 08:01:42,498 - INFO - Token: <AND, &&, Linha 190, Coluna 17>
2025-07-08 08:01:42,498 - INFO - Token: <VAR, y, Linha 190, Coluna 20>
2025-07-08 08:01:42,499 - INFO - Token: <LT, <, Linha 190, Coluna 22>
2025-07-08 08:01:42,499 - INFO - Token: <INT, 5, Linha 190, Coluna 24>
2025-07-08 08:01:42,499 - INFO - Token: <P_I, ), Linha 190, Coluna 25>
2025-07-08 08:01:42,499 - INFO - Token: <C_N, {, Linha 190, Coluna 27>
2025-07-08 08:01:42,499 - INFO - Token: <PRINT, print, Linha 191, Coluna 8>
2025-07-08 08:01:42,499 - INFO - Token: <DUPONT, ::, Linha 191, Coluna 14>
2025-07-08 08:01:42,500 - INFO - Token: <STRING, "x =", Linha 191, Coluna 17>
2025-07-08 08:01:42,500 - INFO - Token: <VIRG, ,, Linha 191, Coluna 22>
2025-07-08 08:01:42,500 - INFO - Token: <VAR, x, Linha 191, Coluna 24>
2025-07-08 08:01:42,500 - INFO - Token: <VIRG, ,, Linha 191, Coluna 25>
2025-07-08 08:01:42,500 - INFO - Token: <STRING, "y =", Linha 191, Coluna 27>
2025-07-08 08:01:42,501 - INFO - Token: <VIRG, ,, Linha 191, Coluna 32>
2025-07-08 08:01:42,501 - INFO - Token: <VAR, y, Linha 191, Coluna 34>
2025-07-08 08:01:42,501 - INFO - Token: <VAR, x, Linha 192, Coluna 8>
2025-07-08 08:01:42,501 - INFO - Token: <SUB, -, Linha 192, Coluna 10>
2025-07-08 08:01:42,501 - INFO - Token: <EQUALS, =, Linha 192, Coluna 11>
2025-07-08 08:01:42,502 - INFO - Token: <INT, 2, Linha 192, Coluna 13>
2025-07-08 08:01:42,502 - INFO - Token: <VAR, y, Linha 193, Coluna 8>
2025-07-08 08:01:42,502 - INFO - Token: <ADD, +, Linha 193, Coluna 10>
2025-07-08 08:01:42,502 - INFO - Token: <EQUALS, =, Linha 193, Coluna 11>
2025-07-08 08:01:42,502 - INFO - Token: <INT, 1, Linha 193, Coluna 13>
2025-07-08 08:01:42,502 - INFO - Token: <C_I, }, Linha 194, Coluna 4>
2025-07-08 08:01:42,503 - INFO - Token: <PRINT, print, Linha 200, Coluna 4>
2025-07-08 08:01:42,503 - INFO - Token: <DUPONT, ::, Linha 200, Coluna 10>
2025-07-08 08:01:42,503 - INFO - Token: <STRING, "=== CASOS AVANÇADOS ===", Linha 200, Coluna 13>
2025-07-08 08:01:42,503 - INFO - Token: <LET, let, Linha 203, Coluna 4>
2025-07-08 08:01:42,503 - INFO - Token: <VAR, num1, Linha 203, Coluna 8>
2025-07-08 08:01:42,503 - INFO - Token: <POINT2, :, Linha 203, Coluna 12>
2025-07-08 08:01:42,504 - INFO - Token: <INT_TYPE, int, Linha 203, Coluna 14>
2025-07-08 08:01:42,504 - INFO - Token: <EQUALS, =, Linha 203, Coluna 18>
2025-07-08 08:01:42,504 - INFO - Token: <INT, 15, Linha 203, Coluna 20>
2025-07-08 08:01:42,504 - INFO - Token: <LET, let, Linha 204, Coluna 4>
2025-07-08 08:01:42,504 - INFO - Token: <VAR, num2, Linha 204, Coluna 8>
2025-07-08 08:01:42,505 - INFO - Token: <POINT2, :, Linha 204, Coluna 12>
2025-07-08 08:01:42,505 - INFO - Token: <INT_TYPE, int, Linha 204, Coluna 14>
2025-07-08 08:01:42,505 - INFO - Token: <EQUALS, =, Linha 204, Coluna 18>
2025-07-08 08:01:42,505 - INFO - Token: <INT, 4, Linha 204, Coluna 20>
2025-07-08 08:01:42,505 - INFO - Token: <LET, let, Linha 205, Coluna 4>
2025-07-08 08:01:42,505 - INFO - Token: <VAR, operacao, Linha 205, Coluna 8>
2025-07-08 08:01:42,506 - INFO - Token: <POINT2, :, Linha 205, Coluna 16>
2025-07-08 08:01:42,506 - INFO - Token: <INT_TYPE, int, Linha 205, Coluna 18>
2025-07-08 08:01:42,506 - INFO - Token: <EQUALS, =, Linha 205, Coluna 22>
2025-07-08 08:01:42,506 - INFO - Token: <INT, 1, Linha 205, Coluna 24>
2025-07-08 08:01:42,506 - INFO - Token: <IF, if, Linha 207, Coluna 4>
2025-07-08 08:01:42,507 - INFO - Token: <P_N, (, Linha 207, Coluna 7>
2025-07-08 08:01:42,507 - INFO - Token: <VAR, operacao, Linha 207, Coluna 8>
2025-07-08 08:01:42,507 - INFO - Token: <EQ, ==, Linha 207, Coluna 17>
2025-07-08 08:01:42,507 - INFO - Token: <INT, 1, Linha 207, Coluna 20>
2025-07-08 08:01:42,507 - INFO - Token: <P_I, ), Linha 207, Coluna 21>
2025-07-08 08:01:42,508 - INFO - Token: <C_N, {, Linha 207, Coluna 23>
2025-07-08 08:01:42,508 - INFO - Token: <LET, let, Linha 208, Coluna 8>
2025-07-08 08:01:42,508 - INFO - Token: <VAR, result, Linha 208, Coluna 12>
2025-07-08 08:01:42,508 - INFO - Token: <POINT2, :, Linha 208, Coluna 18>
2025-07-08 08:01:42,508 - INFO - Token: <INT_TYPE, int, Linha 208, Coluna 20>
2025-07-08 08:01:42,509 - INFO - Token: <EQUALS, =, Linha 208, Coluna 24>
2025-07-08 08:01:42,509 - INFO - Token: <VAR, num1, Linha 208, Coluna 26>
2025-07-08 08:01:42,509 - INFO - Token: <ADD, +, Linha 208, Coluna 31>
2025-07-08 08:01:42,509 - INFO - Token: <VAR, num2, Linha 208, Coluna 33>
2025-07-08 08:01:42,509 - INFO - Token: <PRINT, print, Linha 209, Coluna 8>
2025-07-08 08:01:42,509 - INFO - Token: <DUPONT, ::, Linha 209, Coluna 14>
2025-07-08 08:01:42,510 - INFO - Token: <STRING, "Soma:", Linha 209, Coluna 17>
2025-07-08 08:01:42,510 - INFO - Token: <VIRG, ,, Linha 209, Coluna 24>
2025-07-08 08:01:42,510 - INFO - Token: <VAR, num1, Linha 209, Coluna 26>
2025-07-08 08:01:42,510 - INFO - Token: <VIRG, ,, Linha 209, Coluna 30>
2025-07-08 08:01:42,510 - INFO - Token: <STRING, "+", Linha 209, Coluna 32>
2025-07-08 08:01:42,511 - INFO - Token: <VIRG, ,, Linha 209, Coluna 35>
2025-07-08 08:01:42,511 - INFO - Token: <VAR, num2, Linha 209, Coluna 37>
2025-07-08 08:01:42,511 - INFO - Token: <VIRG, ,, Linha 209, Coluna 41>
2025-07-08 08:01:42,512 - INFO - Token: <STRING, "=", Linha 209, Coluna 43>
2025-07-08 08:01:42,512 - INFO - Token: <VIRG, ,, Linha 209, Coluna 46>
2025-07-08 08:01:42,512 - INFO - Token: <VAR, result, Linha 209, Coluna 48>
